EIN,NAME,STREET,CITY,ZIP,ACTIVITY,NTEE_CD
510204671,ST LOUIS YOUTH SOCCER ASSOCIATION,10733 SUNSET OFFICE DR STE 261,SUNSET HILLS,63127-1022,321000000,
510204690,MARK TWAIN HOME FOUNDATION,120 N MAIN ST,HANNIBAL,63401-3537,62602000,A82Z
510205402,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
510205437,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
510206188,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36000000,
510207951,PENTECOSTAL POWER CHURCH,4201 N NEWSTEAD AVE,ST LOUIS,63115-2710,268120230,
510208625,KNIGHTS OF COLUMBUS,5352 S DAVIDSON CT,INDEPENDENCE,64055-3845,36029265,
510211555,LIGHTHOUSE MISSION,PO BOX 22,POPLAR BLUFF,63902-0022,2029000,
510211755,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
510211756,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
510211757,MISSISSIPPI CHI,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
510212019,AMERICAN BRITTANY CLUB INC,1076 COUNTY ROAD 415,FRIEDHEIM,63747-7505,319000000,
510212369,AIR FORCE SERGEANTS ASSOCIATION,6101 E 149TH ST,GRANDVIEW,64030-4319,480908000,
510212823,KAPPA ALPHA PSI-MIDDLE WESTERN PROVINCE,15 MORGAN ST,SAINT LOUIS,63102-2508,32000000,Y40
510213591,KANSAS CITY MISSOURI HOMESTEADING AUTHORITY,414 E 12TH ST RM 402 CITY HALL,KANSAS CITY,64106-2702,904400000,L19
510213708,ST MICHAELS SPIRITUAL ORGANIZATION INC,5600 WOODLAND AVE,KANSAS CITY,64110-2924,1006029,
510214040,MORRIS FINGERSH SCHOLARSHIP TRUST FUND,PO BOX 415044,KANSAS CITY,64141-5044,40000000,
510214291,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,6814 RAYTOWN RD,RAYTOWN,64133-6054,59062061,
510215655,UNITED OSTOMY ASSOCIATION OF AMERICA INC,1014 S MAIN ST,PALMYRA,63461-1929,59120000,
510217116,PTA MISSOURI CONGRESS,201 SE SUNNYSIDE SCHOOL ROAD,BLUE SPRINGS,64014-0000,59035000,
510217118,PTA MISSOURI CONGRESS,307 REDWOOD DR,NEW BLOOMFLD,65063-5417,59035000,
510217236,DIOCESE OF JEFFERSON CITY MO CATHOLIC SCHOOL OFFICE,605 CLARK AVE,JEFFERSON CTY,65101-4158,46001000,
510217486,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
510217497,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
510217504,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
510217506,PARALYZED VETERANS OF AMERICA,1311 LINDBERGH PLAZA CTR,SAINT LOUIS,63132-1630,907161000,
510218732,NATIONAL ASSOCIATION OF RETIRED & VETERAN RAILWAY EMPLOYEES,1005 E EVANS ST,SPRINGFIELD,65810-2924,480319000,
510220016,MISSOURI JAYCEES CAMERON 0420,121 W 3RD ST,CAMERON,64429-1708,200408429,
510221038,ORGANIZATION OF CHINESE AMERICANS INC,16105 SWINGLEY RIDGE ROAD 4151,CHESTERFIELD,63017-1733,431119090,P84Z
510221259,OMEGA PSI PHI FRATERNITY,PO BOX 11763,KANSAS CITY,64138-0263,36000000,
510221263,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
510221264,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
510221272,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
510221275,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
510221280,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
510222403,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59036000,
510222415,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59036000,
510222420,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59036000,
510222421,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59036000,
510222422,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59036000,
510222425,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59036000,
510222426,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59036000,
510222427,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59036000,
510222428,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59036000,
510222429,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59036000,
510222430,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59036000,
510222449,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59036000,
510222457,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59036000,
510222458,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59036000,
510222464,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59036000,
510222511,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59036000,
510222512,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59036000,
510222515,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59036000,
510222516,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59036000,
510222518,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59036000,
510222520,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59036000,
510222547,GREENTOP HOUSING ASSOCIATION,PO BOX 43,GREENTOP,63546-0043,0,
510223495,TIMOTHY LUTHERAN CHURCH,425 NW R D MIZE RD,BLUE SPRINGS,64014-2420,1029000,
510223619,AGLOW INTERNATIONAL,1605 LEXINGTON RD,PLEASANT HILL,64080-1123,29994000,
510224147,MISSOURI YOUNG FARMERS ASSOCIATION,5628 COUNTY ROAD 235,UNION STAR,64494-8188,149249000,
510224263,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
510224265,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
510224270,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
510224417,MISSOURI SOCIETY FOR HISTOTECHNOLOGY,3210 E MEYER BLVD,KANSAS CITY,64132-1218,205200000,J40
510224672,NATIONAL SORORITY OF PHI DELTA KAPPA INC,55 HIGHLAND PARK DR,CHESTERFIELD,63017-2704,40123149,
510225747,ALPHA DELTA KAPPA SORORITY INC,1615 W 9TH ST,KANSAS CITY,64101-1109,36319000,
510225748,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
510225750,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
510225753,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
510226090,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
510226728,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,518 BROADWAY ST,GRAIN VALLEY,64029-9785,263000000,J40
510226740,LOCAL NUMBER 2001 THE PROFESSIONAL FIRE FIGHTERS ASSOCIATION OF,PO BOX 683,WEBB CITY,64870-0683,263000000,M03
510226946,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,PO BOX 1712,JOPLIN,64802-1712,263000000,
510227201,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
510227203,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
510227204,UNITED STEELWORKERS,PO BOX 752,PARK HILLS,63601-0752,263059000,
510227206,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
510227609,BIG PRAIRIE JAYCEES,PO BOX 227,MATTHEWS,63867-0227,200000000,P20
510227780,AMERICAN LEGION AUXILIARY,3125 COUNTRY BLUFF DR,SAINT CHARLES,63301-3740,319000000,
510227814,SONS OF CONFEDERATE VETERANS INC,17 COUNTRY LN,FLORISSANT,63033-5524,119995000,
510228991,BIBLE WAY MISSIONARY OUTREACH,RT 7,DONIPHAN,63935-0000,1000000,
510228997,LIGHTHOUSE TEMPLE CHURCH,PO BOX 105,ELLINGTON,63638-0105,1000000,
510228999,FULL GOSPEL ASSEMBLY,2100 ANN AVE,ST LOUIS,63104-2708,1000000,
510229009,BIBLE WAY FULL GOSPEL CHURCH,CORNER OF ASH AND ALLEN,PIEDMONT,63957-0000,1000000,
510229024,SHINING LIGHT TABERNACLE FULL GOSPEL CHURCH,704 DOTSON RD,CUBA,65453-6144,1000000,
510229031,BIBLE WAY TABERNACLE,HC7 BOX 54 K,DONIPHAN,63935-8517,1000000,
510229044,HARVEST FULL GOSPEL CHURCH,PO BOX 128,DES ARC,63636-0128,1000000,
510229056,FAITH FULL GOSPEL CHURCH,1601 S WALL AVE,JOPLIN,64804-0670,1000000,
510229118,PENTICOSTAL REVIVAL CENTER INC,HWY 17,WEST PLAIN,65775-0000,1000000,
510230008,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
510230225,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,104 MILL ST,NEW FLORENCE,63363-3426,911520000,S11
510230311,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,515 S BIRCH AVE,PLATTSBURG,64477-1503,59062061,
510230331,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,1154 STONEY DR,WEST PLAINS,65775-1925,59062061,
510231327,ARNOLD AIR SOCIETY-SILVER WINGS,217 CROWDER HALL,COLUMBIA,65211-4110,59000000,
510231573,ROSE BROOKS CENTER INC,PO BOX 320599,KANSAS CITY,64132-0599,408000000,Z99Z
510232588,AMERICAN GUILD OF ORGANISTS,705 S MONTICELLO RD,CANTON,63435-1420,119059061,
510232601,MISSOURI YOUNG FARMERS ASSOCIATION,1501 W BUCHANAN ST,CALIFORNIA,65018-1279,149249000,
510232635,MISSOURI YOUNG FARMERS ASSOCIATION,706 COUNTRY LAND DR,CENTRALIA,65240-3788,149249000,
510232637,MISSOURI YOUNG FARMERS ASSOCIATION,10780 LIV 235,CHILLICOTHE,64601-1700,149249000,
510232656,MISSOURI YOUNG FARMERS ASSOCIATION,PO BOX 37,WESTPHALIA,65085-0037,149249000,
510232809,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
510232833,PSI CHI THE NATIONAL HONOR SOCIETY IN PSYCHOLOGY,900 N BENTON AVE,SPRINGFIELD,65802-3712,59036000,
510232834,PSI CHI THE NATIONAL HONOR SOCIETY IN PSYCHOLOGY,1 UNIVERSITY PLZ MSC 5700,CPE GIRARDEAU,63701-4710,59036000,
510232851,MISSOURI YOUNG FARMERS ASSOCIATION,PO BOX 151,PALMYRA,63461-0151,149249000,
510232854,MISSOURI YOUNG FARMERS ASSOCIATION,PO BOX 541,MACON,63552-0541,149249000,
510232856,MISSOURI YOUNG FARMERS ASSOCIATION,3071 HIGHWAY 15,SHELBYVILLE,63469-2225,149249000,
510232857,MISSOURI YOUNG FARMERS ASSOCIATION,401 HIGHWAY 24 AND 36 EAST,MONROE CITY,63456-1351,149249000,
510234475,CHRIST COVENANT CHURCH-FLORRISANT MO,3465 SHACKELFORD RD,FLORISSANT,63031-1010,1000000,
510234784,INROADS INC,10 S BROADWAY STE 1550,SAINT LOUIS,63102-1701,560566000,B95Z
510235134,ANGELIC TEMPLE OF DELIVERANCE,3510 N TAYLOR AVE,ST LOUIS,63115-2613,1000000,
510235290,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
510235501,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59036000,
510235502,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59036000,
510235506,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59036000,
510235510,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59036000,
510235735,MENTAL HEALTH ASSOCIATION OF SALINE COUNTY INC,33 E JACKSON ST,MARSHALL,65340-2153,166000000,
510236018,AMERICAN CHEMICAL SOCIETY,901 S NATIONAL AVE,SPRINGFIELD,65897-0027,59061120,
510236248,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,PO BOX 3161,SPRINGFIELD,65808-3161,279319000,
510236328,PTA MISSOURI CONGRESS,5020 NW VALLEY VIEW RD,BLUE SPRINGS,64015-2345,59035000,
510236803,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
510236804,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
510236818,AIR FORCE ASSOCIATION,801 E117ST,KANSAS CITY,64131-0000,59908319,B034
510236959,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,23325 LAKE RIDGE DR,WARSAW,65355-4224,59061000,
510238151,ST JAMES GOLDEN AGE CENTER,PO BOX 254,SAINT JAMES,65559-0254,0,P81
510238343,VETERANS OF FOREIGN WARS DEPT OF MISSOURI,201 CHURCH STREET,HARTVILLE,65667-0000,907908000,
510238385,AMERICAN FEDERATION OF GOVERNMENT EMPLOYEES,915 N GRAND BLVD STE A337,ST LOUIS,63106-1621,263269265,
510238981,LIGHTNING PROTECTION INSTITUTE,25475 MAGNOLIA DR,MARYVILLE,64468-8521,200000000,
510239030,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS,742 S 7TH STREET,SAINT JOSEPH,64501-0000,263264279,
510239208,VFW POST NO 4398,PO BOX 162,RICHMOND,64085-0162,907908000,
510239890,UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION,PO BOX 39,WESTON,64098-0039,263264279,
510241019,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,1438 E CHESTNUT ST,DESLOGE,63601-3168,279265000,Y40Z
510241027,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,1163 TOM GINNEVER AVE,O FALLON,63366-4472,279265000,
510241183,DELTA KAPPA GAMMA SOCIETY INTERNATIONAL,1502 GARNER ST,RICHMOND,64085-1197,215000000,
510241426,PSI CHI THE NATIONAL HONOR SOCIETY IN PSYCHOLOGY,107 HUMAN SOCIAL SCS BLDG,ROLLA,65409-0001,268000000,
510241492,MISSOURI YOUNG FARMERS ASSOCIATION,905 N WADE ST,MEXICO,65265-1826,149249000,
510241521,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,21793 MONROE ROAD 237,PARIS,65275-2204,279319000,
510241632,SIGMA GAMMA RHO SORORITY INC,813 VIRGINIA AVENUE,COLUMBIA,65201-0000,36319034,
510241635,MISSOURI ASSOCIATION OF MUTUAL INSURANCE COMPANIES,1103 EAST WALNUT STREET,COLUMBIA,65201-4481,59211905,
510242289,MILITARY ORDER OF THE COOTIE OF THE UNITED STATES,PO BOX 605,JOPLIN,64802-0605,908040907,
510242409,PI BETA PHI FRATERNITY,1154 TOWN AND COUNTRY COMMONS DR,CHESTERFIELD,63017-8200,36034319,
510243145,UNION CHAPTER 1586 WOMEN OF THE MOOSE,PO BOX 96,UNION,63084-0096,30036382,
510244362,PTA MISSOURI CONGRESS,515NE106THST,KANSASCITY,64155-0000,59035000,
510244375,PTA MISSOURI CONGRESS,8130 HIGHWAY 40 W,COLUMBIA,65202-9168,59035000,
510244770,KNIGHTS OF COLUMBUS,2149 ST THOMAS COUNCIL,SAINT THOMAS,65076-0000,36029265,
510244960,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
510244961,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
510244970,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
510244971,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
510244972,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
510244975,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
510245480,INTERNATIONAL BROTHERHD BOILRMKRS IR SHP BLDRS BLCKSMTH FRGRS & HLPR,PO BOX 33,NEWARK,63458-0033,263264279,
510245814,ALPHA GAMMA CHAPTER OF ALPHA DELTA PI HOUSE CORP,809 RICHMOND AVE,COLUMBIA,65201-5140,36000000,
510245852,KNIGHTS TEMPLAR OF THE UNITED STATES OF AMERICA,2307 BROADWAY ST,CPE GIRARDEAU,63701-4426,36279000,
510245928,FELLOWSHIP TEMPLE,1435 SALISBURY ST # 1437,ST LOUIS,63107-2940,1000000,
510245934,NEW TESTAMENT CHRISTIAN CHURCH,PO BOX 146,MARYVILLE,64468-0146,1000000,
510245942,AMERICAN LEGION,420 KELLY LN,LOUISIANA,63353-2402,907000000,
510245979,AMERICAN LEGION,310 S HIGHWAY 63,FREEBURG,65035-7706,907908000,
510246000,HOLY SUNRISE SPIRITUAL CHURCH OF THE APOSTOLIC FAITH,1487 UNION BLVD,ST LOUIS,63113-1332,1000000,
510246007,ST JOSEPH KENNEL CLUB,922 S 38TH ST,SAINT JOSEPH,64507-2142,319281318,
510246016,BEAN LAKE PROGRESSIVE CLUB INC,3209 N 36TH TER,SAINT JOSEPH,64506-1412,286000000,C32
510246032,INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS,7921 NE 51ST ST,KANSAS CITY,64119-4259,263566279,
510246124,CHILDRENS MEMORIAL TRUST OF CREIGHTON UNITED METHODIST CHURCH,PO BOX 151,CREIGHTON,64739-0151,602000000,
510246150,UNITED ASSOCIATION OF JOURNEYMEN & APPRENTICES OF THE PLUMBING & PIPE,8510 HILLCREST RD,KANSAS CITY,64138-2762,263264566,
510246160,UNITED ASSOCIATION OF JOURNEYMEN & APPRENTICES OF THE PLUMBING & PIPE,PO BOX 1504,LIBERTY,64069-1504,263264566,
510246163,VETERANS OF FOREIGN WARS DEPT OF MISSOURI,815 E KARSCH BLVD,FARMINGTON,63640-0000,907908000,
510246217,UNITED STATES JUNIOR CHAMBER OF COMMERCE,PO BOX 121,WAVERLY,64096-0121,200000000,
510246258,VICTORY CHURCH INC,1 VICTORY DR,PEVELY,63070-2748,7000000,
510246279,GREATER KANSAS CITY CHAPTER OF ASSOCIATION OF LEGAL ADMIN INC,PO BOX 26022,KANSAS CITY,64196-6022,205000000,
510246281,DUNKLIN COUNTY MUSEUM INC,PO BOX 762,KENNETT,63857-0762,60994000,
510246293,SHEPHERD CEMETERY ASSOCIATION INC,5604 STATE HIGHWAY P,ALBANY,64402-8249,900000000,
510246294,CARTERVILLE CEMETERY ASSOCIATION INC,PO BOX 23,CARTERVILLE,64835-0023,900000000,
510246300,WHITE OAK VILLAGE,PO BOX 75,LINNEUS,64653-0075,0,
510246311,ALPHA PHI OMEGA ENDOWMENT INC,1441 E 104TH ST STE 105,KANSAS CITY,64131-4635,36000000,B64J
510246344,PTA MISSOURI CONGRESS,15875 NEW HALLS FERRY RD,FLORISSANT,63031-1225,59035000,
510247535,WILLOW SPRINGS CHAMBER OF COMMERCE,103 N WALNUT ST,WILLOW SPGS,65793-1434,0,S41
510247616,CLAN DONALD USA INC,42 LOST DUTCHMAN DR,SAINT PETERS,63376-2528,319119000,A23
510248150,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,113 RIDGEWAY DR,JEFFERSON CTY,65109-0739,279319000,
510248753,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59036000,
510248754,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59036000,
510248756,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59036000,
510248759,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59036000,
510248760,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59036000,
510248761,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,59036000,
510249036,ASIS INTERNATIONAL INC,167 LANTERN VILLAGE - 181,CHESTERFIELD,63017-0000,200000000,
510249053,ASIS INTERNATIONAL INC,PO BOX 410043,KANSAS CITY,64141-0043,200000000,
510249149,AIR FORCE ASSOCIATION,808 LAUREL DR,WARRENSBURG,64093-1122,908319000,B034
510249175,AMERICAN INSTITUTE OF CHEMICAL ENGINEERS,4359 LINDELL BLVD,SAINT LOUIS,63108-2701,328924040,
510250558,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,2419 HYDE PARK RD STE B,JEFFERSON CTY,65109-4768,263264279,
510250993,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,2419 CYPRESS DR,MARSHALL,65340-3712,263000000,
510251184,THE GREATER SPRINGFIELD APARTMENT & HOUSING ASSOCIATION,1717 E REPUBLIC RD STE A,SPRINGFIELD,65804-6588,0,
510251696,AMVETS,1852 COUNTY ROAD 6070,WEST PLAINS,65775-7638,907000000,
510251841,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
510251843,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
510251845,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
510251847,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
510254922,PSI CHI THE NATIONAL HONOR SOCIETY IN PSYCHOLOGY,11901 WORNALL RD,KANSAS CITY,64145-1007,59036000,
510255023,BIBLE CHAPEL,10255 MUSICK RD,ST LOUIS,63123-0000,1000000,
510255597,UNITED STEELWORKERS,PO BOX 3008,BRIDGETON,63044-0308,263059269,
510256131,LITTLE LEAGUE BASEBALL INC,PO BOX 553,FESTUS,63028-0553,321059000,
510262015,CLAN DONALD FOUNDATION INC,42 LOST DUTCHMAN DR,SAINT PETERS,63376-2528,119030000,
510265558,CHILDRENS RELIEF MISSION INC,3287 HIGHWAY 19,OWENSVILLE,65066-2401,7029000,
510306642,ALPHA DELTA KAPPA SORORITY INC,1615 W 92ND ST,KANSAS CITY,64114-3210,36000000,
510308974,CHRISTIAN LIFE CENTER,3504 S FORT AVE,SPRINGFIELD,65807-4320,1000000,
510334897,PRODUCE FOR BETTER HEALTH FOUNDATION,8816 MANCHESTER RD PMB 408,BRENTWOOD,63144-2602,179000000,K40Z
510389692,FULL GOSPEL OF CHRIST MINISTRIES INC,6823 KINGSBURY BLVD APT 1E,SAINT LOUIS,63130-4637,1000000,
510394494,RIVER OF LIFE CHRISTIAN CENTER INC,PO BOX 816,HANNIBAL,63401-0816,0,X21
510401719,ORDER OF QUETZALCOATL PLUMED SERPENT,PO BOX 547,FENTON,63026-0547,0,
510425003,FAD INC,2548 NORTH FREMONT AVENUE SUITE 200,SPRINGFIELD,65803-4266,0,P20
510430696,FREEDOM THROUGH CHRIST HALFWAY HOUSE INC,20 SHOW ME LN,CAMDENTON,65020-5718,0,F20
510433514,CHANGED PEOPLE TODAY INC,3754 CHIPPEWA ST APT 11,SAINT LOUIS,63116-4666,0,X21
510454824,HAWAIIAN ISLAND CHRISTIAN CENTER,13138 ROYAL PINES DR,SAINT LOUIS,63146-2251,0,X20
510455916,MT ZION CEMETERY BOARD,PO BOX 792,FESTUS,63028-0792,0,A80
510458662,WASHINGTON AVENUE PLAYERS PROJECT,2847 WISCONSIN AVE,SAINT LOUIS,63118-1652,0,A20
510469123,STS FRANCIS AND ALPHONSUS,PO BOX 412858,KANSAS CITY,64141-2858,0,K30
510472845,MISSOURI BETA OF PI BETA PHI HOUSE ASSOCIATION INC,15432 ELK RIDGE LN,CHESTERFIELD,63017-5347,0,B83
510474217,JUBILEE WORLD INC,5341 EMERSON AVE,SAINT LOUIS,63120-2511,0,X20
510491262,PI BETA PHI FRATERNITY,1154 TOWN AND COUNTRY COMMONS DR,CHESTERFIELD,63017-8200,0,
510493836,PARENT TEACHER ORGANIZATION OF MISSISSIPPI VALLEY STATE SCHOOL,312 MUNGER LN,HANNIBAL,63401-2361,0,B94
510507355,FILIPINO AMERICAN CHRISTIAN CHURCH,12955 TESSON FERRY RD,ST LOUIS,63128-0000,0,X21
510513725,WEBB CITY R-7 SCHOOLS FOUNDATION INC,411 N MADISON ST,WEBB CITY,64870-1238,0,B112
510514162,ST CLAIR COUNTY HEALTH FACILITIES CORPORATION,530 ARDUSER DR,OSCEOLA,64776-6284,0,E112
510515438,BLUE SPRINGS ATHLETIC ASSOCIATION,PO BOX 921,BLUE SPRINGS,64013-0921,0,N65
510538089,CHESTERFIELD FOOTBALL ASSOCIATION,PO BOX 255,CHESTERFIELD,63006-0255,0,N65
510539699,CHESTERFIELD BASBALL-SOFTBALL ASSOCIATION,PO BOX 991,CHESTERFIELD,63006-0991,0,N63
510542515,GREYHOUND PETS OF AMERICA,PO BOX 781,CPE GIRARDEAU,63702-0781,149000000,
510547737,NATIONAL CHURCH PLANTING OFFICE OF BAPTIST BIBLE FELLOWSHIP INTL INC,PO BOX 9885,SPRINGFIELD,65801-9885,0,X12
510550681,LIBERTY CHRISTIAN ACADEMY,402 N SERVICE RD,WRIGHT CITY,63390-0000,0,B40
510552976,PETTIS COUNTY HISTORICAL SOCIETY,228 DUNDEE AVE,SEDALIA,65301-2339,0,A99
510556420,INFINITE IN ALL DIRECTIONS UNITY MINISTRY,1145 NE HUNTERS RDG,LEES SUMMIT,64086-6790,0,
510568355,KANSAS CITY WOODTURNERS ASSOCIATION,3189 MERCIER ST,KANSAS CITY,64111-3631,0,
510569400,CHRISTIAN CHARITY CHURCH,PO BOX 35041,KANSAS CITY,64134-5041,0,X20
510573078,ST LOUIS BLUES ALUMNI ASSOCIATION,1401 CLARK AVE,SAINT LOUIS,63103-2700,0,B82
510579318,ST LOUIS REBELS WEST COAST SWING DANCE CLUB,PO BOX 190880,SAINT LOUIS,63119-6880,0,N50
510594631,KNIGHTS OF COLUMBUS,3409 N OZARK CT,JOPLIN,64801-8325,36029265,
510598130,AFRIKY LOLO,PO BOX 1089,FLORISSANT,63031-0089,0,A62
510601489,ALPHA DELTA KAPPA SORORITY,1615 W 92ND ST,KANSAS CITY,64114-3210,36319000,
